FID,LOC_ID,SITECODE,UTM_E,UTM_N,LATITUDE,LONGITUDE,ALT_SITECODE,PI,LOC_TYPE,GPS_ELEV,DATE_COLLECTED,PROJECT_DESCRIPTION,,,,,,,,
575,576,283,449740.281,4434170.821,40.0562864,-105.5892815,283,Tim Seastedt,manipulative plot,3528.241,,"Snowfence, N, P, N+P manipulations",,,,,,,,
576,577,294,449741.084,4434167.825,40.0562595,-105.5892718,294,Tim Seastedt,manipulative plot,3528.142,,"Snowfence, N, P, N+P manipulations",,,,,,,,
577,578,397,449740.505,4434164.183,40.0562266,-105.5892783,397,Tim Seastedt,manipulative plot,3528.028,,"Snowfence, N, P, N+P manipulations",,,,,,,,
578,579,281,449743.481,4434164.067,40.0562257,-105.5892434,281,Tim Seastedt,manipulative plot,3528.133,,"Snowfence, N, P, N+P manipulations",,,,,,,,
579,580,403,449747.192,4434160.042,40.0561897,-105.5891996,403,Tim Seastedt,manipulative plot,3528.501,,"Snowfence, N, P, N+P manipulations",,,,,,,,
580,581,268,449743.708,4434160.381,40.0561926,-105.5892405,268,Tim Seastedt,manipulative plot,3528.516,,"Snowfence, N, P, N+P manipulations",,,,,,,,
581,582,406,449752.319,4434157.326,40.0561655,-105.5891393,406,Tim Seastedt,manipulative plot,3528.484,,"Snowfence, N, P, N+P manipulations",,,,,,,,
582,583,264,449767.619,4434153.512,40.0561321,-105.5889596,264,Tim Seastedt,manipulative plot,3528.897,,"Snowfence, N, P, N+P manipulations",,,,,,,,
583,584,871,449745.848,4434145.902,40.0560622,-105.5892143,871,Tim Seastedt,manipulative plot,3530.078,,"Snowfence, N, P, N+P manipulations",,,,,,,,
584,585,872,449741.877,4434147.666,40.0560779,-105.589261,872,Tim Seastedt,manipulative plot,3528.395,,"Snowfence, N, P, N+P manipulations",,,,,,,,
585,586,873,449740.024,4434140.604,40.0560142,-105.5892821,873,Tim Seastedt,manipulative plot,3529.001,,"Snowfence, N, P, N+P manipulations",,,,,,,,
586,587,875,449733.351,4434135.089,40.0559641,-105.58936,875,Tim Seastedt,manipulative plot,3528.971,,"Snowfence, N, P, N+P manipulations",,,,,,,,
587,588,420,449732.73,4434132.416,40.05594,-105.589367,420,Tim Seastedt,manipulative plot,3528.665,,"Snowfence, N, P, N+P manipulations",,,,,,,,
588,589,877,449731.239,4434126.715,40.0558885,-105.5893841,877,Tim Seastedt,manipulative plot,3528.688,,"Snowfence, N, P, N+P manipulations",,,,,,,,
589,590,885,449729.088,4434118.792,40.055817,-105.5894087,885,Tim Seastedt,manipulative plot,3529.385,,"Snowfence, N, P, N+P manipulations",,,,,,,,
590,591,884,449732.216,4434111.05,40.0557474,-105.5893714,884,Tim Seastedt,manipulative plot,3529.826,,"Snowfence, N, P, N+P manipulations",,,,,,,,
591,592,400,449735.184,4434121.009,40.0558373,-105.5893374,400,Tim Seastedt,manipulative plot,3529.618,,"Snowfence, N, P, N+P manipulations",,,,,,,,
592,593,419,449736.828,4434128.151,40.0559018,-105.5893186,419,Tim Seastedt,manipulative plot,3529.141,,"Snowfence, N, P, N+P manipulations",,,,,,,,
593,594,418,449739.502,4434138.686,40.0559968,-105.5892881,418,Tim Seastedt,manipulative plot,3528.497,,"Snowfence, N, P, N+P manipulations",,,,,,,,
594,595,880,449740.372,4434122.776,40.0558536,-105.5892767,880,Tim Seastedt,manipulative plot,3529.368,,"Snowfence, N, P, N+P manipulations",,,,,,,,
595,596,882,449738.762,4434117.155,40.0558028,-105.5892951,882,Tim Seastedt,manipulative plot,3529.553,,"Snowfence, N, P, N+P manipulations",,,,,,,,
596,597,883,449737.196,4434110.606,40.0557437,-105.589313,883,Tim Seastedt,manipulative plot,3529.256,,"Snowfence, N, P, N+P manipulations",,,,,,,,
597,598,881,449743.669,4434115.706,40.0557901,-105.5892375,881,Tim Seastedt,manipulative plot,3528.754,,"Snowfence, N, P, N+P manipulations",,,,,,,,
598,599,417,449745.975,4434124.974,40.0558737,-105.5892112,417,Tim Seastedt,manipulative plot,3528.313,,"Snowfence, N, P, N+P manipulations",,,,,,,,
599,600,416,449749.628,4434138.996,40.0560002,-105.5891694,416,Tim Seastedt,manipulative plot,3527.617,,"Snowfence, N, P, N+P manipulations",,,,,,,,
600,601,414,449753.241,4434132.468,40.0559416,-105.5891266,414,Tim Seastedt,manipulative plot,3527.855,,"Snowfence, N, P, N+P manipulations",,,,,,,,
601,602,415,449751.394,4434125.327,40.0558772,-105.5891477,415,Tim Seastedt,manipulative plot,3528.253,,"Snowfence, N, P, N+P manipulations",,,,,,,,
602,603,868,449747.227,4434110.095,40.0557397,-105.5891953,868,Tim Seastedt,manipulative plot,3529.008,,"Snowfence, N, P, N+P manipulations",,,,,,,,
603,604,888,449746.007,4434104.507,40.0556893,-105.5892092,888,Tim Seastedt,manipulative plot,3529.492,,"Snowfence, N, P, N+P manipulations",,,,,,,,
604,605,886,449745.002,4434101.82,40.055665,-105.5892208,886,Tim Seastedt,manipulative plot,3529.104,,"Snowfence, N, P, N+P manipulations",,,,,,,,
605,606,889,449750.843,4434103.587,40.0556813,-105.5891524,889,Tim Seastedt,manipulative plot,3528.945,,"Snowfence, N, P, N+P manipulations",,,,,,,,
606,607,890,449751.521,4434106.974,40.0557119,-105.5891447,890,Tim Seastedt,manipulative plot,3529.243,,"Snowfence, N, P, N+P manipulations",,,,,,,,
607,608,894,449752.473,4434110.293,40.0557418,-105.5891338,894,Tim Seastedt,manipulative plot,3528.974,,"Snowfence, N, P, N+P manipulations",,,,,,,,
608,609,891,449762.08,4434107.773,40.0557197,-105.589021,891,Tim Seastedt,manipulative plot,3528.749,,"Snowfence, N, P, N+P manipulations",,,,,,,,
609,610,887,449760.233,4434101.096,40.0556594,-105.5890421,887,Tim Seastedt,manipulative plot,3528.968,,"Snowfence, N, P, N+P manipulations",,,,,,,,
610,611,864,449759.529,4434098.366,40.0556348,-105.5890502,864,Tim Seastedt,manipulative plot,3529.023,,"Snowfence, N, P, N+P manipulations",,,,,,,,
611,612,866,449764.567,4434097.179,40.0556244,-105.588991,866,Tim Seastedt,manipulative plot,3528.442,,"Snowfence, N, P, N+P manipulations",,,,,,,,
612,613,413,449767.067,4434106.71,40.0557104,-105.5889625,413,Tim Seastedt,manipulative plot,3528.389,,"Snowfence, N, P, N+P manipulations",,,,,,,,
613,614,869,449769.521,4434116.105,40.0557952,-105.5889344,869,Tim Seastedt,manipulative plot,3528.135,,"Snowfence, N, P, N+P manipulations",,,,,,,,
614,615,398,449775.039,4434137.835,40.0559913,-105.5888714,398,Tim Seastedt,manipulative plot,3527.776,,"Snowfence, N, P, N+P manipulations",,,,,,,,
615,616,292,449801.169,4434133.272,40.0559517,-105.5885647,292,Tim Seastedt,manipulative plot,3529.712,,"Snowfence, N, P, N+P manipulations",,,,,,,,
616,617,408,449797.055,4434134.167,40.0559596,-105.588613,408,Tim Seastedt,manipulative plot,3529.177,,"Snowfence, N, P, N+P manipulations",,,,,,,,
617,618,262,449795.743,4434131.026,40.0559312,-105.5886281,262,Tim Seastedt,manipulative plot,3529.715,,"Snowfence, N, P, N+P manipulations",,,,,,,,
618,619,409,449798.214,4434124.949,40.0558766,-105.5885987,409,Tim Seastedt,manipulative plot,3530.515,,"Snowfence, N, P, N+P manipulations",,,,,,,,
619,620,710,449794.497,4434120.019,40.055832,-105.5886419,710,Tim Seastedt,manipulative plot,3530.58,,"Snowfence, N, P, N+P manipulations",,,,,,,,
620,621,287,449799.129,4434112.665,40.055766,-105.588587,287,Tim Seastedt,manipulative plot,3530.897,,"Snowfence, N, P, N+P manipulations",,,,,,,,
621,622,410,449798.534,4434109.663,40.0557389,-105.5885938,410,Tim Seastedt,manipulative plot,3530.938,,"Snowfence, N, P, N+P manipulations",,,,,,,,
622,623,712,449789.568,4434093.375,40.0555916,-105.5886976,712,Tim Seastedt,manipulative plot,3531.594,,"Snowfence, N, P, N+P manipulations",,,,,,,,
623,624,289,449795.932,4434082.196,40.0554913,-105.5886221,289,Tim Seastedt,manipulative plot,3532.798,,"Snowfence, N, P, N+P manipulations",,,,,,,,
624,625,711,449796.743,4434086.343,40.0555287,-105.588613,711,Tim Seastedt,manipulative plot,3532.681,,"Snowfence, N, P, N+P manipulations",,,,,,,,
625,626,261,449797.987,4434090.177,40.0555633,-105.5885987,261,Tim Seastedt,manipulative plot,3532.355,,"Snowfence, N, P, N+P manipulations",,,,,,,,
626,627,411,449793.567,4434090.802,40.0555687,-105.5886505,411,Tim Seastedt,manipulative plot,3532.422,,"Snowfence, N, P, N+P manipulations",,,,,,,,
627,628,290,449794.274,4434093.72,40.055595,-105.5886425,290,Bill Bowman,manipulative point,3532.477,,,,,,,,,,
628,629,709,449800.489,4434097.373,40.0556283,-105.5885699,709,Tim Seastedt,manipulative plot,3532.42,,"Snowfence, N, P, N+P manipulations",,,,,,,,
629,630,407,449804.78,4434102.104,40.0556712,-105.58852,407,Tim Seastedt,manipulative plot,3532.117,,"Snowfence, N, P, N+P manipulations",,,,,,,,
630,631,99,449806.243,4434104.525,40.0556931,-105.588503,99,Tim Seastedt,manipulative plot,3532.112,,"Snowfence, N, P, N+P manipulations",,,,,,,,
631,632,T3D,449840.958,4434372.053,40.0581054,-105.5881167,T3D,Steve Schmidt,manipulative point,3504.727,,N manipulation,,,,,,,,
632,633,T2M,449851.167,4434228.976,40.0568169,-105.5879859,T2M,Steve Schmidt,manipulative point,3522.931,,N manipulation,,,,,,,,
633,634,T2W,449732.485,4434288.18,40.0573433,-105.589382,T2W,Steve Schmidt,manipulative point,3518.015,,N manipulation,,,,,,,,
634,635,MN3,449622.035,4434103.985,40.0556772,-105.5906626,MN3,Bill Bowman,manipulative point,3532.28,,Nitrogen and Water addition experiment,,,,,,,,
635,636,MC3,449619.972,4434102.985,40.0556681,-105.5906867,MC3,Bill Bowman,manipulative point,3532.051,,Nitrogen and Water addition experiment,,,,,,,,
636,637,MC4,449624.679,4434105.874,40.0556944,-105.5906318,MC4,Bill Bowman,manipulative point,3530.552,,Nitrogen and Water addition experiment,,,,,,,,
637,638,MW2,449617.35,4434107.12,40.0557052,-105.5907178,MW2,Bill Bowman,manipulative point,3531.766,,Nitrogen and Water addition experiment,,,,,,,,
638,639,MN2,449617.1,4434104.606,40.0556825,-105.5907205,MN2,Bill Bowman,manipulative point,3532.232,,Nitrogen and Water addition experiment,,,,,,,,
639,640,MC2,449615.908,4434105.949,40.0556945,-105.5907346,MC2,Bill Bowman,manipulative point,3532.483,,Nitrogen and Water addition experiment,,,,,,,,
640,641,MC5,449619.717,4434092.573,40.0555743,-105.5906889,MC5,Bill Bowman,manipulative point,3531.943,,Nitrogen and Water addition experiment,,,,,,,,
641,642,MW5,449620.132,4434090.246,40.0555533,-105.5906839,MW5,Bill Bowman,manipulative point,3531.992,,Nitrogen and Water addition experiment,,,,,,,,
642,643,MN5,449621.982,4434091.944,40.0555687,-105.5906623,MN5,Bill Bowman,manipulative point,3532.336,,Nitrogen and Water addition experiment,,,,,,,,
643,644,MW1,449614.075,4434109.833,40.0557294,-105.5907564,MW1,Bill Bowman,manipulative point,3533.603,,Nitrogen and Water addition experiment,,,,,,,,
644,645,MN1,449614.847,4434111.193,40.0557417,-105.5907474,MN1,Bill Bowman,manipulative point,3533.39,,Nitrogen and Water addition experiment,,,,,,,,
645,646,MC1,449612.812,4434111.257,40.0557422,-105.5907713,MC1,Bill Bowman,manipulative point,3533.494,,Nitrogen and Water addition experiment,,,,,,,,
646,647,MW3,449621.69,4434101.693,40.0556565,-105.5906665,MW3,Bill Bowman,manipulative point,3532.96,,Nitrogen and Water addition experiment,,,,,,,,
647,648,MW4,449626.653,4434103.047,40.055669,-105.5906084,MW4,Bill Bowman,manipulative point,3533.793,,Nitrogen and Water addition experiment,,,,,,,,
648,649,MN4,449627.571,4434104.63,40.0556833,-105.5905978,MN4,Bill Bowman,manipulative point,3533.683,,Nitrogen and Water addition experiment,,,,,,,,
649,650,EMR1,449653.911,4434055.524,40.0552425,-105.5902851,EMR1,John Emerick,manipulative point,3531.013,,Snowfence experiment (1970s),,,,,,,,
650,651,EMR1,449657.603,4434064.125,40.0553202,-105.5902425,EMR1,John Emerick,manipulative point,3531.206,,Snowfence experiment (1970s),,,,,,,,
651,652,EMAY23,449665.554,4434066.884,40.0553456,-105.5901495,Ebert-May Plot 23,Diane Ebert-May,observational point,3531.197,,,,,,,,,,
652,653,SFC113,449686.515,4434097.906,40.0556263,-105.5899062,SFC113,Skip Walker,observational point,3530.76,,,,,,,,,,
653,654,SFC114,449688.986,4434093.53,40.055587,-105.5898769,SFC114,Skip Walker,observational point,3530.422,,,,,,,,,,
654,655,SFPOST,449718.3,4434099.412,40.0556418,-105.5895336,Snowfence Post,Skip Walker,manipulative point,3531.06,,snowfence experiment,,,,,,,,
655,656,SFC115,449772.474,4434078.379,40.0554555,-105.5888969,SFC115,Skip Walker,observational point,3531.555,,,,,,,,,,
656,657,SFC116,449777.932,4434158.899,40.0561812,-105.5888391,SFC116,Skip Walker,observational point,3527.896,,,,,,,,,,
657,658,EMAY24,449726.359,4434167.902,40.0562593,-105.5894445,Ebert-May Plot 24,Diane Ebert-May,manipulative point,3527.321,,,,,,,,,,
658,659,SFC118,449718.218,4434168.091,40.0562605,-105.5895399,SFC118,Skip Walker,manipulative point,3528.373,,snowfence experiment,,,,,,,,
659,660,SFC117,449718.424,4434166.666,40.0562477,-105.5895374,SFC117,Skip Walker,manipulative point,3528.934,,snowfence experiment,,,,,,,,
660,661,SFPOST,449733.908,4434158.738,40.0561772,-105.5893553,Snowfence Post,Skip Walker,manipulative point,3528.794,,snowfence experiment,,,,,,,,
661,662,EMAY10,449692.619,4434024.496,40.0549653,-105.5898289,Ebert-May Plot 10,Diane Ebert-May,observational point,3529.175,,,,,,,,,,
662,663,EMAY05,449679.156,4433942.797,40.0542284,-105.5899804,Ebert-May Plot 05,Diane Ebert-May,observational point,3522.423,,,,,,,,,,
663,664,EMAY04,449692.248,4433954.1,40.0543311,-105.5898278,Ebert-May Plot 04,Diane Ebert-May,observational point,3523.131,,,,,,,,,,
664,665,EMAY03,449699.567,4433929.763,40.0541122,-105.5897401,Ebert-May Plot 03,Diane Ebert-May,observational point,3521.019,,,,,,,,,,
665,666,T1M,449704.689,4433916.277,40.053991,-105.589679,T1M,Steve Schmidt,manipulative plot,3519.207,,N manipulation,,,,,,,,
666,667,T1M,449702.641,4433909.216,40.0539273,-105.5897025,T1M,Tim Seastedt,observational plot,3518.281,,,,,,,,,,
667,668,EMAY02,449737.851,4433936.288,40.0541733,-105.5892918,Ebert-May Plot 02,Diane Ebert-May,observational plot,3522.182,,,,,,,,,,
668,669,A3N,449703.657,4434639.952,40.0605107,-105.5897473,A3N,Julia Larson,manipulative plot,3475.321,,,,,,,,,,
669,670,D3-,449707.17,4434640.098,40.0605123,-105.5897061,D3-,Julia Larson,manipulative plot,3475.49,,,,,,,,,,
670,671,A3-,449704.811,4434640.082,40.060512,-105.5897338,A3-,Julia Larson,manipulative plot,3474.892,,,,,,,,,,
671,672,D3N,449706.105,4434643.55,40.0605433,-105.5897189,D3N,Julia Larson,manipulative plot,3474.561,,,,,,,,,,
672,673,D2N,449697.048,4434651.694,40.0606161,-105.5898257,D2N,Julia Larson,observational plot,3474.485,,,,,,,,,,
673,674,D2-,449696.285,4434650.67,40.0606069,-105.5898346,D2-,Julia Larson,observational plot,3475.28,,,,,,,,,,
674,675,A2-,449695.891,4434651.521,40.0606145,-105.5898393,A2-,Julia Larson,observational plot,3475.156,,,,,,,,,,
675,676,A2N,449695.272,4434652.808,40.0606261,-105.5898466,A2N,Julia Larson,observational plot,3474.303,,,,,,,,,,
676,677,D1-,449682.363,4434643.801,40.0605441,-105.5899973,D1-,Julia Larson,observational plot,3475.158,,,,,,,,,,
677,678,D1N,449682.709,4434642.227,40.06053,-105.5899931,D1N,Julia Larson,observational plot,3476.28,,,,,,,,,,
678,679,A1N,449681.942,4434640.96,40.0605185,-105.590002,A1N,Julia Larson,observational plot,3478.694,,,,,,,,,,
679,680,A1-,449680.839,4434641.432,40.0605227,-105.590015,A1-,Julia Larson,observational plot,3478.753,,,,,,,,,,
680,681,D4N,449698.066,4434617.096,40.0603045,-105.5898111,D4N,Julia Larson,observational plot,3477.405,,,,,,,,,,
681,682,D4-,449696.895,4434616.134,40.0602957,-105.5898247,D4-,Julia Larson,observational plot,3477.512,,,,,,,,,,
682,683,A4-,449699.993,4434614.733,40.0602833,-105.5897883,A4-,Julia Larson,observational plot,3477.267,,,,,,,,,,
683,684,A4N,449700.756,4434615.088,40.0602866,-105.5897794,A4N,Julia Larson,observational plot,3477.132,,,,,,,,,,
684,685,A5-,449694.43,4434601.846,40.0601669,-105.5898525,A5-,Julia Larson,observational plot,3478.749,,,,,,,,,,
685,686,A5N,449695.377,4434600.546,40.0601552,-105.5898413,A5N,Julia Larson,observational plot,3478.837,,,,,,,,,,
686,687,D5N,449696.161,4434598.898,40.0601404,-105.589832,D5N,Julia Larson,observational plot,3478.989,,,,,,,,,,
687,688,D5-,449695.163,4434598.017,40.0601324,-105.5898436,D5-,Julia Larson,observational plot,3479.187,,,,,,,,,,
688,689,27C,450418.683,4433868.136,40.0535996,-105.5813046,27C,Bill Bowman,manipulative plot,3478.43,,,,,,,,,,
689,690,UNKTL1,446544.027,4433791.67,40.0526739,-105.6267233,UNKTL1,Iggy Litaor,observational point,3614.485,,,,,,,,,,
690,691,PTQUAD02,449430.16,4434074.44,,,Saddle Pt Quad 02,Marilyn Walker,observational plot,3563.19,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
691,692,EP25-1E,449740.4,4434080.349,40.0554713,-105.5892731,EP25-1E,Marilyn Walker,manipulative plot,3530.395,,Itex experiment,,,,,,,,
692,693,EP75-1E,449787.698,4434076.633,40.0554407,-105.5887183,EP75-1E,Marilyn Walker,manipulative plot,3531.899,,Itex experiment,,,,,,,,
693,694,SADAT,449751.043,4433929.127,40.0541096,-105.5891366,SADAT,Mark Losleben,observational point,3523.32,,,,,,,,,,
694,695,D1-SSCREEN,447386.781,4434567.654,40.0597179,-105.6169064,D1 Stevenson Screen,Mark Losleben,observational point,3738.618,,,,,,,,,,
695,696,D1-BELFORT,447371.767,4434550.415,40.0595617,-105.617081,D1 Belfort Precipitation Gauge,Mark Losleben,observational point,3738.321,,,,,,,,,,
696,697,D1-ANEMOMETER,447427.836,4434586.769,40.0598927,-105.6164266,D1 Anemometer,Mark Losleben,observational point,3735.308,,,,,,,,,,
697,698,GL4MET,447244.703,4433999.346,40.054589,-105.6185259,Green Lake 4 Met Station,Mark Losleben,observational point,3570.385,,,,,,,,,,
698,699,GL4BEL,447244.145,4434013.495,40.0547165,-105.6185336,Green Lake 4 Belfort,Mark Losleben,observational point,3569.364,,,,,,,,,,
699,700,ARKMET,445388.561,4433405.789,40.0491234,-105.6402368,Arikaree Met Station,Mark Losleben,observational point,3813.626,,,,,,,,,,
700,701,C1-SNOTEL,453487.126,4431871.087,40.0357825,-105.5451876,C1 SNOTEL,Mark Losleben,observational point,3031.15,,,,,,,,,,
701,702,C1-NOAA-BELFORT,453466.814,4431865.167,40.035728,-105.5454253,C1 NOAA Belfort,Mark Losleben,observational point,3035.169,,,,,,,,,,
702,703,C1-BELFORT,453573.837,4431887.401,40.0359342,-105.5441725,C1 Belfort Precipitation Gauge,Mark Losleben,observational point,3023.887,,,,,,,,,,
703,704,MRS-BREWER,454490.101,4431426.235,40.0318294,-105.5334008,MRS Brewer,Mark Losleben,observational point,2882.17,,,,,,,,,,
704,705,B1-ANEMOMETER,463363.577,4430341.336,40.022487,-105.4293406,B1 Anemometer,Mark Losleben,observational point,2620.448,,,,,,,,,,
705,706,B1-BELFORT,463360.47,4430336.933,40.0224472,-105.4293768,B1 Belfort,Mark Losleben,observational point,2621.447,,,,,,,,,,
706,707,B1-SSCREEN,463355.116,4430339.264,40.022468,-105.4294397,B1 Stevenson Screen,Mark Losleben,observational point,2620.952,,,,,,,,,,
707,708,MLNADP,458936.077,4427205.292,39.9940291,-105.4810263,Sugarloaf NADP Site,Mark Losleben,observational point,2530.16,,,,,,,,,,
708,709,NNEBRASKA,449997.738,4434251.744,40.0570308,-105.5862693,NNEBRASKA,Mark Losleben,observational point,3538.613,,,,,,,,,,
709,710,MRC1,449715.289,4434131.861,40.0559339,-105.5895715,MRC1,Mark Losleben,observational plot,3528.478,,,,,,,,,,
710,711,MRC2,449723.317,4434152.73,40.0561224,-105.589479,MRC2,Mark Losleben,observational plot,3527.27,,,,,,,,,,
711,712,MRC3,449751.966,4434167.057,40.0562532,-105.5891442,MRC3,Mark Losleben,observational plot,3527.167,,,,,,,,,,
712,713,A1-BELFORT,467937.346,4429558.054,40.0156161,-105.3757033,A1 Belfort,Mark Losleben,observational point,2199.506,,,,,,,,,,
713,714,A1-ANEMOMETER,467944.17,4429552.855,40.0155696,-105.3756231,A1 Anemometer,Mark Losleben,observational point,2199.472,,,,,,,,,,
714,715,A1-SSCREEN,467942.931,4429558.113,40.0156169,-105.3756379,A1 Stevenson Screen,Mark Losleben,observational point,2199.936,,,,,,,,,,
715,716,C1-ANEMOMETER,453616.647,4431932.182,40.03634,-105.5436739,C1 Anemometer,Mark Losleben,observational point,3022.168,,,,,,,,,,
716,717,C1-SSCREEN,453627.876,4431931.714,40.0363364,-105.5435423,C1 Stevenson Screen,Mark Losleben,observational plot,3021.403,,,,,,,,,,
717,718,SUGARLOAF BELF,458932.975,4427205.036,39.9940266,-105.4810626,Sugarloaf Belfort,Mark Losleben,observational point,2529.746,,,,,,,,,,
718,719,SADNADP,449759.055,4433990.757,40.0546653,-105.5890474,Saddle NADP Site,Mark Losleben,observational point,3528.188,,,,,,,,,,
