,SITE,SPP,GRSTRAT,WOODY,GFNARROWarft,GFNARROWwalker,GENUS,SPECIES,SpeciesGenus,RAUNKIAERS,SORENSENS,GEODISTR
1537,TOOLIK,PRIBOR,NA,HERB,FORBSV,FORB,Primula,borealis,Primula borealis,NA,,NA
1538,TOOLIK,PSECIN,NA,,MOSS,MACRO,Pseudobryum,cinclidioides,Pseudobryum cinclidioides,NA,,NA
1539,TOOLIK,PSEFRY,NA,,LIVER,LIVERLE,Pseudolepicola,fryei,Pseudolepicola fryei,NA,,NA
1540,TOOLIK,PSEPUB,NA,,LICHEN,LFRUT,Pseudephebe,pubescens,Pseudephebe pubescens,NA,,NA
1541,TOOLIK,PSODEC,NA,,LICHEN,LFOLI,Psora,decipiens,Psora decipiens,NA,,NA
1542,TOOLIK,PSOHYP,NA,,LICHEN,LCRUS,Psoroma,hypnorum,Psoroma hypnorum,NA,,NA
1543,TOOLIK,PTICIL,NA,,LIVER,LIVERLE,Ptilidium,ciliare,Ptilidium ciliare,NA,,NA
1544,TOOLIK,PTICRI,NA,,MOSS,MPLEU,Ptilium,crista-castrensis,Ptilium crista-castrensis,NA,,NA
1545,TOOLIK,PUCAND,NA,HERB,GRAMINOID,SEDGE,Puccinellia,andersonii,Puccinellia andersonii,NA,,NA
1546,TOOLIK,PUCANG,NA,HERB,GRAMINOID,SEDGE,Puccinellia,angustata,Puccinellia angustata,NA,,NA
1547,TOOLIK,PUCPHR,NA,HERB,GRAMINOID,GRASS,Puccinellia,phryganodes,Puccinellia phryganodes,NA,,NA
1548,TOOLIK,PYRASA,NA,HERB,FORBSV,FORB,Pyrola,asarifolia,Pyrola asarifolia,NA,,NA
1549,TOOLIK,PYRGRA,NA,HERB,FORBSV,FORB,Pyrola,grandiflora,Pyrola grandiflora,NA,,NA
1550,TOOLIK,PYRSEC,NA,HERB,FORBSV,FORB,Pyrola,secunda,Pyrola secunda,NA,,NA
1551,TOOLIK,RACCAN,NA,,MOSS,MPLEU,Racomitrium,canescens,Racomitrium canescens,NA,,NA
1552,TOOLIK,RACLAN,NA,,MOSS,MPLEU,Racomitrium,lanuginosum,Racomitrium lanuginosum,NA,,NA
1553,TOOLIK,RADPRO,NA,,LIVER,LIVERLE,Radula,prolifera,Radula prolifera,NA,,NA
1554,TOOLIK,RANGME,NA,HERB,FORBSV,FORB,Ranunculus,gmelinii,Ranunculus gmelinii,NA,,NA
1555,TOOLIK,RANHYP,NA,HERB,FORBSV,FORB,Ranunculus,hyperboreus,Ranunculus hyperboreus,NA,,NA
1556,TOOLIK,RANLAP,NA,HERB,FORBSV,FORB,Ranunculus,lapponicus,Ranunculus lapponicus,NA,,NA
1557,TOOLIK,RANNIV,NA,HERB,FORBSV,FORB,Ranunculus,nivalis,Ranunculus nivalis,NA,,NA
1558,TOOLIK,RANPAL,NA,HERB,FORBSV,FORB,Ranunculus,pallasii,Ranunculus pallasii,NA,,NA
1559,TOOLIK,RANPED,NA,HERB,FORBSV,FORB,Ranunculus,pedatifidus,Ranunculus pedatifidus,NA,,NA
1560,TOOLIK,RANPYG,NA,HERB,FORBSV,FORB,Ranunculus,pygmaeus,Ranunculus pygmaeus,NA,,NA
1561,TOOLIK,RANTRI,NA,HERB,FORBSV,FORB,Ranunculus,trichophyllus ,Ranunculus trichophyllus ,NA,,NA
1562,TOOLIK,RHIAND,NA,,MOSS,MACRO,Rhizomnium,andrewsianum,Rhizomnium andrewsianum,NA,,NA
1563,TOOLIK,RHIGEO,NA,,LICHEN,LCRUS,Rhizocarpon,geographicum,Rhizocarpon geographicum,NA,,NA
1564,TOOLIK,RHOLAP,NA,WOODY,ESHRUB,SEVER,Rhododendron,lapponicum,Rhododendron lapponicum,NA,,NA
1565,TOOLIK,RHYRUG,NA,,MOSS,MPLEU,Rhytidium,rugosum,Rhytidium rugosum,NA,,NA
1566,TOOLIK,RINMNI,NA,,LICHEN,LCRUS,Rinodina,mniarea,Rinodina mniarea,NA,,NA
1567,TOOLIK,RINROS,NA,,LICHEN,LCRUS,Rinodina,roscida,Rinodina roscida,NA,,NA
1568,TOOLIK,RINTUR,NA,,LICHEN,LCRUS,Rinodina,turfacea,Rinodina turfacea,NA,,NA
1569,TOOLIK,ROSACI,NA,WOODY,DSHRUB,SDECI,Rosa,acicularis,Rosa acicularis,NA,,NA
1570,TOOLIK,RUBARC,NA,HERB,FORBSV,FORB,Rubus,arcticus,Rubus arcticus,NA,,NA
1571,TOOLIK,RUBCHA,NA,HERB,FORBSV,FORB,Rubus,chamaemorus,Rubus chamaemorus,NA,,NA
1572,TOOLIK,SAGINT,NA,HERB,FORBSV,FORB,Sagina,intermedia,Sagina intermedia,NA,,NA
1573,TOOLIK,SALALA,NA,WOODY,DSHRUB,SDECI,Salix,alaxensis,Salix alaxensis,NA,,NA
1574,TOOLIK,SALARB,NA,WOODY,DSHRUB,SDECI,Salix,arbusculoides,Salix arbusculoides,NA,,NA
1575,TOOLIK,SALARCARC,NA,WOODY,DSHRUB,SDECI,Salix,arctica,Salix arctica,NA,,NA
1576,TOOLIK,SALARCTIC,NA,WOODY,DSHRUB,SDECI,Salix,arctica,Salix arctica,NA,,NA
1577,TOOLIK,SALARCTOP,NA,WOODY,DSHRUB,SDECI,Salix,arctophila,Salix arctophila,NA,,NA
1578,TOOLIK,SALBRA,NA,WOODY,DSHRUB,SDECI,Salix,brachycarpa,Salix brachycarpa,NA,,NA
1579,TOOLIK,SALCHA,NA,WOODY,DSHRUB,SDECI,Salix,chamissonis,Salix chamissonis,NA,,NA
1580,TOOLIK,SALFUS,NA,WOODY,DSHRUB,SDECI,Salix,fuscescens,Salix fuscescens,NA,,NA
1581,TOOLIK,SALGLA,NA,WOODY,DSHRUB,SDECI,Salix,glauca,Salix glauca,NA,,NA
1582,TOOLIK,SALGLAACU,NA,WOODY,DSHRUB,SDECI,Salix,glauca,Salix glauca,NA,,NA
1583,TOOLIK,SALHAS,NA,WOODY,DSHRUB,SDECI,Salix,hastata,Salix hastata,NA,,NA
1584,TOOLIK,SALLAN,NA,WOODY,DSHRUB,SDECI,Salix,lanata,Salix lanata,NA,,NA
1585,TOOLIK,SALNIP,NA,WOODY,DSHRUB,SDECI,Salix,niphoclada,Salix niphoclada,NA,,NA
1586,TOOLIK,SALOVA,NA,WOODY,DSHRUB,SDECI,Salix,ovalifolia,Salix ovalifolia,NA,,NA
1587,TOOLIK,SALPHL,NA,WOODY,DSHRUB,SDECI,Salix,phlebophylla,Salix phlebophylla,NA,,NA
1588,TOOLIK,SALPLA,NA,WOODY,DSHRUB,SDECI,Salix,planifolia,Salix planifolia,NA,,NA
1589,TOOLIK,SALPUL,NA,WOODY,DSHRUB,SDECI,Salix,pulchra,Salix pulchra,NA,,NA
1590,TOOLIK,SALRET,NA,WOODY,DSHRUB,SDECI,Salix,reticulata,Salix reticulata,NA,,NA
1591,TOOLIK,SALROT,NA,WOODY,DSHRUB,SDECI,Salix,rotundifolia,Salix rotundifolia,NA,,NA
1592,TOOLIK,SALSPH,NA,WOODY,DSHRUB,SDECI,Salix,sphenophylla,Salix sphenophylla,NA,,NA
1593,TOOLIK,SANUNC,NA,,MOSS,MPLEU,Sanionia,uncinata,Sanionia uncinata,NA,,NA
1594,TOOLIK,SAUANG,NA,HERB,FORBSV,FORB,Saussurea,angustifolia,Saussurea angustifolia,NA,,NA
1595,TOOLIK,SAXBRO,NA,HERB,FORBSV,FORB,Saxifraga,bronchialis,Saxifraga bronchialis,NA,,NA
1596,TOOLIK,SAXCAE,NA,HERB,FORBSV,FORB,Saxifraga,caespitosa,Saxifraga caespitosa,NA,,NA
1597,TOOLIK,SAXCER,NA,HERB,FORBSV,FORB,Saxifraga,cernua,Saxifraga cernua,NA,,NA
1598,TOOLIK,SAXDAV,NA,HERB,FORBSV,FORB,Saxifraga,davurica,Saxifraga davurica,NA,,NA
1599,TOOLIK,SAXFOL,NA,HERB,FORBSV,FORB,Saxifraga,foliolosa,Saxifraga foliolosa,NA,,NA
1600,TOOLIK,SAXHIE,NA,HERB,FORBSV,FORB,Saxifraga,hieraciifolia,Saxifraga hieraciifolia,NA,,NA
1601,TOOLIK,SAXHIR,NA,HERB,FORBSV,FORB,Saxifraga,hirculus,Saxifraga hirculus,NA,,NA
1602,TOOLIK,SAXNEL,NA,HERB,FORBSV,FORB,Saxifraga,nelsoniana,Saxifraga nelsoniana,NA,,NA
1603,TOOLIK,SAXNIV,NA,HERB,FORBSV,FORB,Saxifraga,nivalis,Saxifraga nivalis,NA,,NA
1604,TOOLIK,SAXOPP,NA,HERB,FORBSV,FORB,Saxifraga,oppositifolia,Saxifraga oppositifolia,NA,,NA
1605,TOOLIK,SAXPUN,NA,HERB,FORBSV,FORB,Saxifraga,punctata,Saxifraga punctata,NA,,NA
1606,TOOLIK,SAXREF,NA,HERB,FORBSV,FORB,Saxifraga,reflexa,Saxifraga reflexa,NA,,NA
1607,TOOLIK,SAXRIV,NA,HERB,FORBSV,FORB,Saxifraga,rivularis,Saxifraga rivularis,NA,,NA
1608,TOOLIK,SAXTRI,NA,HERB,FORBSV,FORB,Saxifraga,tricuspidata,Saxifraga tricuspidata,NA,,NA
1609,TOOLIK,SCAPAL,NA,,LIVER,LIVERLE,Scapania,paludicola,Scapania paludicola,NA,,NA
1610,TOOLIK,SCAPALUDO,NA,,LIVER,LIVERLE,Scapania,paludosa,Scapania paludosa,NA,,NA
1611,TOOLIK,SCASIM,NA,,LIVER,LIVERLE,Scapania,simsonii,Scapania simsonii,NA,,NA
1612,TOOLIK,SCASUB,NA,,LIVER,LIVERLE,Scapania,subalpina,Scapania subalpina,NA,,NA
1613,TOOLIK,SCOSCO,NA,,MOSS,MPLEU,Scorpidium,scorpioides,Scorpidium scorpioides,NA,,NA
1614,TOOLIK,SCOTUR,NA,,MOSS,MPLEU,Scorpidium,turgescens,Scorpidium turgescens,NA,,NA
1615,TOOLIK,SEDROS,NA,HERB,FORBSV,FORB,Sedum,rosea,Sedum rosea,NA,,NA
1616,TOOLIK,SELSEL,NA,HERB,FORBSV,SLVASC,Selaginella,selaginoides,Selaginella selaginoides,NA,,NA
1617,TOOLIK,SELSIB,NA,HERB,FORBSV,SLVASC,Selaginella,sibirica,Selaginella sibirica,NA,,NA
1618,TOOLIK,SENATR,NA,HERB,FORBSV,FORB,Senecio,atropurpureus,Senecio atropurpureus,NA,,NA
1619,TOOLIK,SENCON,NA,HERB,FORBSV,FORB,Senecio,congestus,Senecio congestus,NA,,NA
1620,TOOLIK,SENHYP,NA,HERB,FORBSV,FORB,Senecio,hyperborealis,Senecio hyperborealis,NA,,NA
1621,TOOLIK,SENLUG,NA,HERB,FORBSV,FORB,Senecio,lugens,Senecio lugens,NA,,NA
1622,TOOLIK,SENRES,NA,HERB,FORBSV,FORB,Senecio,resedifolius,Senecio resedifolius,NA,,NA
1623,TOOLIK,SENYUK,NA,HERB,FORBSV,FORB,Senecio,yukonensis,Senecio yukonensis,NA,,NA
1624,TOOLIK,SHECAN,NA,WOODY,DSHRUB,SDECI,Sheperdia,canadensis,Sheperdia canadensis,NA,,NA
1625,TOOLIK,SILACA,NA,HERB,FORBSV,FORB,Silene,acaulis,Silene acaulis,NA,,NA
1626,TOOLIK,SILWAH,NA,HERB,FORBSV,FORB,Silene,wahlbergella,Silene wahlbergella,NA,,NA
1627,TOOLIK,SMECAL,NA,HERB,FORBSV,FORB,Smelowskia,calycina,Smelowskia calycina,NA,,NA
1628,TOOLIK,SOLBIS,NA,,LICHEN,LFOLI,Solorina,bispora,Solorina bispora,NA,,NA
1629,TOOLIK,SOLCRO,NA,,LICHEN,LFOLI,Solorina,crocea,Solorina crocea,NA,,NA
1630,TOOLIK,SOLMUL,NA,HERB,FORBSV,FORB,Solidago,multiradiata,Solidago multiradiata,NA,,NA
1631,TOOLIK,SOLOCT,NA,,LICHEN,LFOLI,Solorina,octospora,Solorina octospora,NA,,NA
1632,TOOLIK,SOLSAC,NA,,LICHEN,LFOLI,Solorina,saccata,Solorina saccata,NA,,NA
1633,TOOLIK,SOLSPO,NA,,LICHEN,LFOLI,Solorina,spongiosa,Solorina spongiosa,NA,,NA
1634,TOOLIK,SPAHYP,NA,HERB,FORBSV,FORB,Sparganium,hyperboreum,Sparganium hyperboreum,NA,,NA
1635,TOOLIK,SPHANG,NA,,MOSS,SPHAG,Sphagnum,angustifolium,Sphagnum angustifolium,NA,,NA
1636,TOOLIK,SPHAON,NA,,MOSS,SPHAG,Sphagnum,aongstroemii,Sphagnum aongstroemii,NA,,NA
1637,TOOLIK,SPHBAL,NA,,MOSS,SPHAG,Sphagnum,balticum,Sphagnum balticum,NA,,NA
1638,TOOLIK,SPHCOM,NA,,MOSS,SPHAG,Sphagnum,compactum,Sphagnum compactum,NA,,NA
1639,TOOLIK,SPHCON,NA,,MOSS,SPHAG,Sphagnum,contortum,Sphagnum contortum,NA,,NA
1640,TOOLIK,SPHFIM,NA,,MOSS,SPHAG,Sphagnum,fimbriatum,Sphagnum fimbriatum,NA,,NA
1641,TOOLIK,SPHFRA,NA,,LICHEN,LFRUT,Sphaerophorus,fragilis,Sphaerophorus fragilis,NA,,NA
1642,TOOLIK,SPHGIR,NA,,MOSS,SPHAG,Sphagnum,girgensohnii,Sphagnum girgensohnii,NA,,NA
1643,TOOLIK,SPHGLO,NA,,LICHEN,LFRUT,Sphaerophorus,globosus,Sphaerophorus globosus,NA,,NA
1644,TOOLIK,SPHIMB,NA,,MOSS,SPHAG,Sphagnum,imbricatum,Sphagnum imbricatum,NA,,NA
1645,TOOLIK,SPHLEN,NA,,MOSS,SPHAG,Sphagnum,lenense,Sphagnum lenense,NA,,NA
1646,TOOLIK,SPHLIN,NA,,MOSS,SPHAG,Sphagnum,lindbergii,Sphagnum lindbergii,NA,,NA
1647,TOOLIK,SPHMAG,NA,,MOSS,SPHAG,Sphagnum,magellanicum,Sphagnum magellanicum,NA,,NA
1648,TOOLIK,SPHMAJ,NA,,MOSS,SPHAG,Sphagnum,majus,Sphagnum majus,NA,,NA
1649,TOOLIK,SPHNEM,NA,,MOSS,SPHAG,Sphagnum,nemoreum,Sphagnum nemoreum,NA,,NA
1650,TOOLIK,SPHOBT,NA,,MOSS,SPHAG,Sphagnum,obtusum,Sphagnum obtusum,NA,,NA
1651,TOOLIK,SPHRUB,NA,,MOSS,SPHAG,Sphagnum,rubellum,Sphagnum rubellum,NA,,NA
1652,TOOLIK,SPHSQU,NA,,MOSS,SPHAG,Sphagnum,squarrosum,Sphagnum squarrosum,NA,,NA
1653,TOOLIK,SPHSUB,NA,,MOSS,SPHAG,Sphagnum,subsecundum,Sphagnum subsecundum,NA,,NA
1654,TOOLIK,SPHWAR,NA,,MOSS,SPHAG,Sphagnum,warnstorfii,Sphagnum warnstorfii,NA,,NA
1655,TOOLIK,SPIBEA,NA,WOODY,DSHRUB,SDECI,Spiraea,beauverdiana,Spiraea beauverdiana,NA,,NA
1656,TOOLIK,SPLSPH,NA,,MOSS,MACRO,Splachnum,sphaericum,Splachnum sphaericum,NA,,NA
1657,TOOLIK,SPLVAS,NA,,MOSS,MACRO,Splachnum,vasculosum,Splachnum vasculosum,NA,,NA
1658,TOOLIK,STEALP,NA,,LICHEN,LFRUT,Stereocaulon,alpinum,Stereocaulon alpinum,NA,,NA
1659,TOOLIK,STECAL,NA,HERB,FORBSV,FORB,Stellaria,calycantha,Stellaria calycantha,NA,,NA
1660,TOOLIK,STECON,NA,,LICHEN,LFRUT,Stereocaulon,condensatum,Stereocaulon condensatum,NA,,NA
1661,TOOLIK,STEEDW,NA,HERB,FORBSV,FORB,Stellaria,edwardsii,Stellaria edwardsii,NA,,NA
1662,TOOLIK,STEHUM,NA,HERB,FORBSV,FORB,Stellaria,humifusa,Stellaria humifusa,NA,,NA
1663,TOOLIK,STELAE,NA,HERB,FORBSV,FORB,Stellaria,laeta,Stellaria laeta,NA,,NA
1664,TOOLIK,STELAT,NA,,MOSS,MACRO,Stegonia,latifolia,Stegonia latifolia,NA,,NA
1665,TOOLIK,STELON,NA,HERB,FORBSV,FORB,Stellaria,longipes,Stellaria longipes,NA,,NA
1666,TOOLIK,STEMON,NA,HERB,FORBSV,FORB,Stellaria,monantha,Stellaria monantha,NA,,NA
1667,TOOLIK,STEPAS,NA,,LICHEN,LFRUT,Stereocaulon,paschale,Stereocaulon paschale,NA,,NA
1668,TOOLIK,STERIV,NA,,LICHEN,LFRUT,Stereocaulon,rivulorum,Stereocaulon rivulorum,NA,,NA
1669,TOOLIK,STETOM,NA,,LICHEN,LFRUT,Stereocaulon,tomentosum,Stereocaulon tomentosum,NA,,NA
1670,TOOLIK,STEUMB,NA,HERB,FORBSV,FORB,Stellaria,umbellata,Stellaria umbellata,NA,,NA
1671,TOOLIK,STIARC,NA,,LICHEN,LFOLI,Sticta,arctica,Sticta arctica,NA,,NA
1672,TOOLIK,TARCER,NA,HERB,FORBSV,FORB,Taraxacum,ceratophorum,Taraxacum ceratophorum,NA,,NA
1673,TOOLIK,TARPHY,NA,HERB,FORBSV,FORB,Taraxacum,phymatocarpum,Taraxacum phymatocarpum,NA,,NA
1674,TOOLIK,TETMNI,NA,,MOSS,MACRO,Tetraplodon,mnioides,Tetraplodon mnioides,NA,,NA
1675,TOOLIK,TETPAL,NA,,MOSS,MACRO,Tetraplodon,pallidus,Tetraplodon pallidus,NA,,NA
1676,TOOLIK,THAALP,NA,HERB,FORBSV,FORB,Thalictrum,alpinum,Thalictrum alpinum,NA,,NA
1677,TOOLIK,THASUB,NA,,LICHEN,LFRUT,Thamnolia,subuliformis,Thamnolia subuliformis,NA,,NA
1678,TOOLIK,THLARC,NA,HERB,FORBSV,FORB,Thlaspi,arcticum,Thlaspi arcticum,NA,,NA
1679,TOOLIK,THUABI,NA,,MOSS,MPLEU,Thuidium,abietinum,Thuidium abietinum,NA,,NA
1680,TOOLIK,TIMAUS,NA,,MOSS,MACRO,Timmia,austriaca,Timmia austriaca,NA,,NA
1681,TOOLIK,TIMMEG,NA,,MOSS,MACRO,Timmia,megalopitana,Timmia megalopitana,NA,,NA
1682,TOOLIK,TIMNOR,NA,,MOSS,MACRO,Timmia,norvegica,Timmia norvegica,NA,,NA
1683,TOOLIK,TOFCOC,NA,HERB,FORBSV,FORB,Tofieldia,coccinea,Tofieldia coccinea,NA,,NA
1684,TOOLIK,TOFPUS,NA,HERB,FORBSV,FORB,Tofieldia,pusilla,Tofieldia pusilla,NA,,NA
1685,TOOLIK,TOMNIT,NA,,MOSS,MPLEU,Tomentypnum,nitens,Tomentypnum nitens,NA,,NA
1686,TOOLIK,TONCAE,NA,,LICHEN,LCRUS,Toninia,caeruleonigricans,Toninia caeruleonigricans,NA,,NA
1687,TOOLIK,TONCUM,NA,,LICHEN,LCRUS,Toninia,cumulata,Toninia cumulata,NA,,NA
1688,TOOLIK,TONLOB,NA,,LICHEN,LCRUS,Toninia,lobulata,Toninia lobulata,NA,,NA
1689,TOOLIK,TORARC,NA,,MOSS,MACRO,Tortella,arctica,Tortella arctica,NA,,NA
1690,TOOLIK,TORFRA,NA,,MOSS,MACRO,Tortella,fragilis,Tortella fragilis,NA,,NA
1691,TOOLIK,TORMUC,NA,,MOSS,MACRO,Tortula,mucronifolia,Tortula mucronifolia,NA,,NA
1692,TOOLIK,TORRUR,NA,,MOSS,MACRO,Tortula,ruralis,Tortula ruralis,NA,,NA
1693,TOOLIK,TORTOR,NA,,MOSS,MACRO,Tortella,tortuosa,Tortella tortuosa,NA,,NA
1694,TOOLIK,TRIARC,NA,,MOSS,MACRO,Trichostomum,arcticum,Trichostomum arcticum,NA,,NA
1695,TOOLIK,TRICAE,NA,HERB,GRAMINOID,SEDGE,Trichophorum,caespitosum,Trichophorum caespitosum,NA,,NA
1696,TOOLIK,TRIQUI,NA,,LIVER,LIVERLE,Tritomaria,quinquedentata,Tritomaria quinquedentata,NA,,NA
1697,TOOLIK,TRISPI,NA,HERB,GRAMINOID,GRASS,Trisetum,spicatum,Trisetum spicatum,NA,,NA
1698,TOOLIK,UMBCAR,NA,,LICHEN,LFOLI,Umbilicaria,caroliniana,Umbilicaria caroliniana,NA,,NA
1699,TOOLIK,UMBHYP,NA,,LICHEN,LFOLI,Umbilicaria,hyperborea,Umbilicaria hyperborea,NA,,NA
1700,TOOLIK,UMBPRO,NA,,LICHEN,LFOLI,Umbilicaria,proboscidea,Umbilicaria proboscidea,NA,,NA
1701,TOOLIK,XXXUNKFOLYEL,NA,,LICHEN,LFOLI,,, ,NA,,NA
1702,TOOLIK,UTRVUL,NA,HERB,FORBSV,FORB,Utricularia,vulgaris,Utricularia vulgaris,NA,,NA
1703,TOOLIK,VACULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,,NA
1704,TOOLIK,VACULIALP,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,,NA
1705,TOOLIK,VACULIMIC,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,,NA
1706,TOOLIK,VACULIULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,,NA
1707,TOOLIK,VACVIT,NA,WOODY,ESHRUB,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,NA,,NA
1708,TOOLIK,VALCAP,NA,HERB,FORBSV,FORB,Valeriana,capitata,Valeriana capitata,NA,,NA
1709,TOOLIK,VIBEDU,NA,WOODY,DSHRUB,SDECI,Viburnum,edule,Viburnum edule,NA,,NA
1710,TOOLIK,VIOEPI,NA,HERB,FORBSV,FORB,Viola,epipsila,Viola epipsila,NA,,NA
1711,TOOLIK,VOIHYP,NA,,MOSS,MACRO,Voitia,hyperborea,Voitia hyperborea,NA,,NA
1712,TOOLIK,WILPHY,NA,HERB,FORBSV,FORB,Wilhelmsia,physodes,Wilhelmsia physodes,NA,,NA
1713,TOOLIK,XANCAN,NA,,LICHEN,LFOLI,Xanthoria,candelaria,Xanthoria candelaria,NA,,NA
1714,TOOLIK,XANCEN,NA,,LICHEN,LFOLI,Xanthoria,centrifuga,Xanthoria centrifuga,NA,,NA
1715,TOOLIK,XANELE,NA,,LICHEN,LFOLI,Xanthoria,elegans,Xanthoria elegans,NA,,NA
1716,TOOLIK,XANSEP,NA,,LICHEN,LFOLI,Xanthoparmelia,separata,Xanthoparmelia separata,NA,,NA
1717,TOOLIK,XXXALESPP,NA,,LICHEN,LFRUT,Alectoria,,Alectoria ,NA,,NA
1718,TOOLIK,XXXAMBLYSFAM,NA,,MOSS,MPLEU,,, ,NA,,NA
1719,TOOLIK,XXXANEMSP,NA,HERB,FORBSV,FORB,Anemone,,Anemone ,NA,,NA
1720,TOOLIK,XXXANTESP,NA,HERB,FORBSV,FORB,Antennaria,,Antennaria ,NA,,NA
1721,TOOLIK,XXXARABSP,NA,HERB,FORBSV,FORB,Arabis,,Arabis ,NA,,NA
1722,TOOLIK,XXXARCSPP,NA,,DSHRUB,SDECI,Arctostaphylos,,Arctostaphylos ,NA,,NA
1723,TOOLIK,XXXARNISP,NA,HERB,FORBSV,FORB,Arnica,,Arnica ,NA,,NA
1724,TOOLIK,XXXASTRSP,NA,HERB,FORBSV,FORB,Astragalus,,Astragalus ,NA,,NA
1725,TOOLIK,XXXAULASP,NA,,MOSS,MPLEU,Aulacomnium,,Aulacomnium ,NA,,NA
1726,TOOLIK,XXXAULSPP,NA,,MOSS,MPLEU,Aulacomnium,,Aulacomnium ,NA,,NA
1727,TOOLIK,XXXBAEOSP,NA,,LICHEN,LFRUT,Baeomyces,,Baeomyces ,NA,,NA
1728,TOOLIK,XXXBARTSP,NA,,MOSS,MACRO,Bartramia,,Bartramia ,NA,,NA
1729,TOOLIK,XXXBISSPP,NA,,FORBSV,FORB,,, ,NA,,NA
1730,TOOLIK,XXXBRACHYFAM,NA,,MOSS,MPLEU,,, ,NA,,NA
1731,TOOLIK,XXXBRACSP,NA,,MOSS,MPLEU,Brachythecium,,Brachythecium ,NA,,NA
1732,TOOLIK,XXXBRAYSP,NA,HERB,FORBSV,FORB,Braya,,Braya ,NA,,NA
1733,TOOLIK,XXXBROMSP,NA,HERB,GRAMINOID,GRASS,Bromus,,Bromus ,NA,,NA
1734,TOOLIK,XXXBRYACEFAM,NA,,MOSS,MACRO,,, ,NA,,NA
1735,TOOLIK,XXXBRYUSP,NA,,MOSS,MACRO,Bryum,,Bryum ,NA,,NA
1736,TOOLIK,XXXCALASP,NA,HERB,GRAMINOID,GRASS,Calamagrostis,,Calamagrostis ,NA,,NA
1737,TOOLIK,XXXCALLSP,NA,,MOSS,MPLEU,Calliergon,,Calliergon ,NA,,NA
1738,TOOLIK,XXXCALOSP,NA,,LICHEN,LCRUS,Caloplaca,,Caloplaca ,NA,,NA
1739,TOOLIK,XXXCALYSP,NA,,LIVER,LIVERLE,Calypogeia,,Calypogeia ,NA,,NA
1740,TOOLIK,XXXCANDSP,NA,,LICHEN,LCRUS,Candelariella,,Candelariella ,NA,,NA
1741,TOOLIK,XXXCARESP,NA,HERB,GRAMINOID,SEDGE,Carex,,Carex ,NA,,NA
1742,TOOLIK,XXXCARSCAT,NA,,DUNG,DUNG,,, ,NA,,NA
1743,TOOLIK,XXXCARSPP,NA,,GRAMINOID,SEDGE,,, ,NA,,NA
1744,TOOLIK,XXXCEPHSP,NA,,LIVER,LIVERLE,Cephaloziella,,Cephaloziella ,NA,,NA
1745,TOOLIK,XXXCERASP,NA,,MOSS,MACRO,Ceratodon,,Ceratodon ,NA,,NA
1746,TOOLIK,XXXCETRSP,NA,,LICHEN,LFRUT,Cetraria,,Cetraria ,NA,,NA
1747,TOOLIK,XXXCINCSP,NA,,MOSS,MACRO,Cinclidium,,Cinclidium ,NA,,NA
1748,TOOLIK,XXXCLADSP,NA,,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,,NA
1749,TOOLIK,XXXCLADSPP,NA,,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,,NA
1750,TOOLIK,XXXCLASPP,NA,,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,,NA
1751,TOOLIK,XXXCOLLSP,NA,,LICHEN,LFOLI,Collema,,Collema ,NA,,NA
1752,TOOLIK,XXXCRUFAMILY,NA,HERB,FORBSV,FORB,Cruciferae,,Cruciferae ,NA,,NA
1753,TOOLIK,XXXCYNOSP,NA,,MOSS,MACRO,Cynodontium,,Cynodontium ,NA,,NA
1754,TOOLIK,XXXDACSPP,NA,,LICHEN,LFRUT,Dactylina,,Dactylina ,NA,,NA
1755,TOOLIK,XXXDELPSP,NA,HERB,FORBSV,FORB,Delphinium,,Delphinium ,NA,,NA
1756,TOOLIK,XXXDICRANELL,NA,,MOSS,MACRO,Dicranella,,Dicranella ,NA,,NA
1757,TOOLIK,XXXDICRANFAM,NA,,MOSS,MACRO,,, ,NA,,NA
1758,TOOLIK,XXXDICRSP,NA,,MOSS,MACRO,Dicranum,,Dicranum ,NA,,NA
1759,TOOLIK,XXXDIPLSP,NA,,LICHEN,LCRUS,Diploschistes,,Diploschistes ,NA,,NA
1760,TOOLIK,XXXDIRTCLOD,NA,,SOIL,SOIL,,, ,NA,,NA
1761,TOOLIK,XXXDISTSP,NA,,MOSS,MACRO,Distichium,,Distichium ,NA,,NA
1762,TOOLIK,XXXDITRS,NA,,MOSS,MACRO,Ditrichum,,Ditrichum ,NA,,NA
1763,TOOLIK,XXXDRABSP,NA,HERB,FORBSV,FORB,Draba,,Draba ,NA,,NA
1764,TOOLIK,XXXDREPSP,NA,,MOSS,MPLEU,Drepanocladus,,Drepanocladus ,NA,,NA
1765,TOOLIK,XXXDRYASP,NA,WOODY,ESHRUB,SEVER,Dryas,,Dryas ,NA,,NA
